song_name,acoustic,acoustic guitar,aggressive,altered with effects,alternative,ambient sounds,angry,arousing,backing vocals,bass guitar,boring,calming,catchy,changing energy,cheerful,classic rock,cleaning the house,cold,constant energy,country,danceable,depressed,distorted electric guitar,driving,drum machine,drum set,electric,electric guitar,electronica,emotional,emotional vocals,energy,exciting,fast,female lead vocals,folk,forget,going to sleep,hanging with friends,happy,heavy,heavy beat,high pitched,indifferent,jazz,light,light beat,lighthearted,like,low energy,major,male lead vocals,mellow,metal,minor,morose,negative,negative feelings,normal,not angry - agressive,not calming,not happy,not likeable,not recommended,not sad,party,piano,pleasant,pop,positive,positive feelings,powerful,r&b,recommended,recording quality,relax,rock,romantic,rough,sad,sampler,sequencer,slow,soft rock,strong,studio recording,studying,synthesized,synthesizer,tender,touching,undanceable,unpleasant,unromantic,uptight,vocal harmonies,weak
tricky-christiansands.png,0.8523031,0.07876316,0.016134312,0.009092995,0.15787756,0.057029843,0.0071440954,0.10118857,0.21989742,0.20194581,0.034699798,0.9578917,0.16474998,0.44256723,0.1759491,0.46326104,0.010529512,0.03486321,0.88921946,0.04063044,0.03377546,0.32574245,0.35324392,0.23511572,0.019400395,0.75341535,0.82295084,0.073098,0.03112307,0.32020816,0.047425255,0.07830594,0.024237497,0.0720843,0.14164232,0.009932357,0.52589643,0.3633493,0.086911015,0.2373307,0.68257254,0.019192178,0.054085843,0.15581073,0.3090068,0.011778545,0.7315344,0.025428591,0.121311046,0.23815848,0.06379007,0.6581407,0.14706548,0.007846963,0.6142426,0.20620787,0.36742786,0.013721098,0.89180666,0.9113588,0.02407684,0.060062513,0.041358728,0.0674933,0.20950852,0.0003404198,0.38245755,0.8597967,0.055854227,0.40972915,0.14825855,0.24839169,0.09324608,0.03155132,0.79503137,0.35755068,0.015350156,0.25151843,0.048861705,0.083729066,0.003321655,0.013739629,0.9070263,0.06940086,0.018138945,0.9384432,0.6249591,0.50019294,0.019863036,0.042538553,0.086467564,0.53753364,0.03695949,0.31716082,0.2638761,0.03345513,0.039063428
sweet-fox_on_the_run.png,0.9985752,4.0985363e-08,1.5924357e-09,1.1778329e-16,8.395465e-06,2.535631e-16,1.543953e-15,5.6173358e-11,1.3847076e-08,7.684252e-09,3.9907347e-10,0.92943203,0.005939953,3.5595635e-09,5.24508e-07,4.3738171e-07,1.5027555e-14,2.7296988e-07,0.6502831,1.6130488e-11,1.1023408e-08,0.00042048274,9.908311e-10,0.0011440346,1.8784993e-10,1.0,0.26165175,0.23371506,1.9468505e-11,1.1125375e-06,2.0952415e-09,7.8181967e-07,2.023549e-09,9.015517e-09,1.992786e-09,3.8934345e-13,1.7185744e-08,8.8565764e-07,2.0629154e-16,3.0351074e-14,1.8685369e-14,7.199282e-15,1.8597022e-19,0.99883634,4.4396138e-13,2.7115344e-14,6.612354e-05,3.621174e-08,8.39015e-12,6.430286e-12,0.0005342029,0.9999895,0.00027770325,2.0995342e-06,3.215762e-15,0.29242754,7.407934e-14,1.0425942e-22,0.9999954,0.99999994,2.1919284e-08,2.980446e-05,2.216943e-09,0.008979402,4.1465526e-07,1.4303383e-05,2.0049758e-06,0.9997274,0.34812105,0.00016456269,4.7121943e-05,0.0028862536,5.002501e-19,8.110604e-14,0.9999995,0.008836679,6.4197025e-09,6.118653e-11,1.5289482e-08,1.7165062e-16,4.19702e-15,3.0175817e-11,1.3854162e-15,4.693652e-20,8.138824e-15,1.0,3.834652e-16,4.6912058e-07,1.4959319e-12,1.0,0.0008277689,0.99815136,2.396448e-14,2.8717662e-16,7.7257054e-13,0.48428547,2.7408454e-08
cardigans-lovefool.png,0.017490055,4.8674488e-06,6.7465373e-07,3.1092753e-07,0.006428221,4.385017e-06,4.8294762e-08,8.964529e-06,0.0012743846,0.002986463,0.033110306,1.0,0.9974686,0.005568574,6.4688816e-06,0.00040389356,1.4329656e-07,0.00028389742,0.34352306,6.2149167e-07,9.026324e-07,0.92531544,0.00032537716,0.26509193,8.344504e-08,0.5811352,0.8091234,0.002047463,3.3340642e-05,0.006311981,0.02751228,0.116303235,0.00010976266,0.0127415955,0.00012235613,2.5999987e-07,0.005250752,0.0004710975,1.325714e-08,0.00016741717,5.5120527e-05,3.5967278e-06,5.8245554e-08,0.94624037,6.0764196e-05,4.5046404e-06,0.08186887,0.0025869382,0.28080347,0.004344652,0.01879345,0.36541042,0.07922125,9.539644e-06,0.011364527,0.4633387,0.00071144366,6.734304e-09,0.024930596,0.9999898,5.5217843e-05,0.00028301516,2.7288217e-05,0.025013443,0.00013128934,6.296107e-07,0.023255493,0.99442995,0.0020772303,0.00022333501,0.003211611,0.19320892,2.5471038e-05,0.000140247,0.98022014,0.049526677,1.7574986e-06,0.018231208,0.0001917689,1.8393909e-08,1.9324375e-07,0.0010230236,9.603555e-06,1.8444579e-06,2.11334e-05,0.9996939,9.799445e-06,0.1334842,3.057873e-05,0.9013766,0.77332336,0.96372956,2.4111233e-07,8.617154e-06,9.260429e-05,0.010153203,2.8838062e-07
boo_radleys-wake_up_boo.png,0.3547801,0.001958793,0.024899382,0.016906051,0.08154103,0.013723829,0.007948072,0.41714528,0.057947803,0.15937921,0.13678944,0.03986518,0.0083453255,0.005489305,0.009679409,0.11540264,0.010888489,0.014103786,0.60397834,0.005501979,0.022038745,0.23418957,0.096493006,0.009640643,0.021236613,0.96411383,0.9900176,0.16895081,0.012551298,0.5419818,0.013137387,0.6256106,0.13003503,0.33021495,0.098540224,0.00071402476,0.014237617,0.0046533276,0.015992587,0.13052556,0.57997054,0.16262057,0.041217417,0.5933086,0.00012943293,0.030572046,0.08442865,0.029265828,0.08673384,0.0067648836,0.08640306,0.8491395,0.026537789,0.0014718394,0.003418533,0.54379493,0.021843048,0.14537549,0.8213323,0.23646927,0.6843894,0.041921172,0.003387969,0.020626757,0.2881345,0.0014323193,0.00551153,0.38707605,0.040292475,0.08080123,0.17862605,0.30100945,0.0013491267,0.06286852,0.34181577,0.035791133,0.3243501,0.0028641978,0.532014,0.011793117,0.0044962154,0.06325298,0.23746674,0.07335283,0.047475927,0.98327255,0.018947847,0.11480537,0.0759066,0.002715914,0.0010323345,0.4632275,0.015024647,0.7535057,0.66935086,0.0016793407,0.0057135154
kourosh_zolani-peaceful_planet.png,0.5567826,0.014949839,0.012578804,0.09491874,0.16011357,0.01223082,0.0035038486,0.24469699,0.09504395,0.36743712,0.047151867,0.20655704,0.16476563,0.02208397,0.028963292,0.038842253,0.003354493,0.26036373,0.9431533,0.38482887,0.042310987,0.860985,0.22308157,0.29440165,0.013831091,0.4738754,0.8068,0.28732,0.009045135,0.17472863,0.009911092,0.056296967,0.0599463,0.025987912,0.018586367,0.08322173,0.82866263,0.08606901,0.028706724,0.23407835,0.3612554,0.0021702158,0.015843844,0.17594087,0.00092938746,0.1025507,0.16417627,0.004895005,0.24523306,0.004066649,0.003014963,0.08396942,0.016055278,0.038933612,0.005979273,0.5634546,0.23761638,0.015970027,0.9971952,0.8350319,0.056774866,0.023200411,0.012492078,0.06311004,0.052281383,0.0066837533,0.041392535,0.7501215,0.2264696,0.042013064,0.08319341,0.24535479,0.0002598705,0.009556165,0.22766708,0.43059716,0.2444085,0.02474904,0.052113384,0.0022746043,0.030569322,0.093672425,0.24862811,0.12788485,0.004056216,0.9955282,0.16518378,0.025041131,0.061128408,0.00444663,0.0047460888,0.86833656,0.0019478417,0.06219931,0.5913782,0.0067113447,0.028786493
dr._dre-nuthin_but_a_g_thang.png,0.39515993,0.015083645,0.11608038,0.025385294,0.16110945,0.03766849,0.02898467,0.42989156,0.06104994,0.2575918,0.2502978,0.1921213,0.020293524,0.013584637,0.023338564,0.30100092,0.04920989,0.015310472,0.5191869,0.039856527,0.020109238,0.18378563,0.30487028,0.015675906,0.07339453,0.90571606,0.98297435,0.13474493,0.03350727,0.39656156,0.044839606,0.75151277,0.22336563,0.29868197,0.09950323,0.0022900118,0.03775814,0.024218952,0.025396872,0.16583978,0.6690004,0.19492967,0.16721365,0.48036498,0.0012929133,0.10024069,0.098825395,0.06815635,0.17460394,0.02015279,0.17299803,0.8163169,0.043374456,0.0024101639,0.022175048,0.2639266,0.071208276,0.18987586,0.81371063,0.14659932,0.7579031,0.051287718,0.007152919,0.016920133,0.277011,0.0027074795,0.02304633,0.6571451,0.1222212,0.2185026,0.26575208,0.4944435,0.006039826,0.17017937,0.3964562,0.02882084,0.4221148,0.010040147,0.169883,0.051922686,0.0058516674,0.16693574,0.35486433,0.113065496,0.06759344,0.94647026,0.06522828,0.5417237,0.22779575,0.010319443,0.007267836,0.29617363,0.042742223,0.51565236,0.3747943,0.005812448,0.00969073
black_crowes-thorn_in_my_pride.png,0.2828594,0.093269184,0.30032554,0.090726845,0.117318116,0.29128182,0.2516371,0.35460728,0.12950116,0.4720689,0.4340454,0.06374397,0.116505824,0.04363821,0.21377373,0.14070888,0.28287685,0.114074074,0.34998065,0.048184823,0.06803186,0.24913602,0.3723157,0.03625164,0.34970662,0.89299124,0.9106582,0.39628288,0.55370915,0.42826718,0.13074608,0.6406815,0.4193456,0.6743878,0.29909626,0.030514875,0.1039422,0.12524307,0.13334873,0.36106563,0.6027858,0.52564806,0.15373214,0.3735804,0.012929499,0.69962543,0.16735505,0.1454017,0.11203045,0.12001017,0.18809508,0.7427242,0.12362564,0.03371706,0.11137085,0.63962066,0.2153973,0.22263382,0.6655174,0.47285467,0.39349872,0.095536746,0.06010855,0.12081309,0.570137,0.014057794,0.072568,0.50939035,0.13388795,0.39072797,0.107445,0.30919617,0.10234848,0.11445595,0.22036488,0.13079976,0.550847,0.10249686,0.1585712,0.14425212,0.035978157,0.15139222,0.2077025,0.38604677,0.2866787,0.8480091,0.1414719,0.49415547,0.1884264,0.018718157,0.00852633,0.17187063,0.10178506,0.37758967,0.22562078,0.03336474,0.06292975
tom_paul-little_part_of_me.png,0.39903674,0.04104359,0.26973647,0.04340806,0.13854568,0.15407573,0.13845089,0.544062,0.11580723,0.4108371,0.2511083,0.037795015,0.051332258,0.02408169,0.17121223,0.19833279,0.16343611,0.060182367,0.32950723,0.038490936,0.09831434,0.35977954,0.2024706,0.024884202,0.29122418,0.92033863,0.97290075,0.31524375,0.21131764,0.39275458,0.09656676,0.78107333,0.32660285,0.62419665,0.13047382,0.012123894,0.080110945,0.05859195,0.044768248,0.3505686,0.6248154,0.3830571,0.2686517,0.5073625,0.0043631364,0.32772312,0.13793324,0.12330644,0.12122769,0.030006502,0.1489889,0.87671864,0.055206385,0.0237728,0.032271672,0.4750622,0.16227302,0.23398922,0.8172943,0.31148833,0.7593569,0.06805033,0.026365967,0.10132148,0.5803703,0.013740163,0.063836806,0.4155767,0.122138545,0.46324316,0.15075421,0.37491453,0.023744492,0.15300016,0.3430938,0.062198382,0.48695412,0.024430707,0.38200986,0.08004706,0.011629698,0.06404068,0.29465532,0.3221853,0.17264621,0.9447565,0.095704526,0.3994692,0.23633352,0.006268475,0.007463872,0.25439203,0.066269435,0.5700654,0.4832292,0.012493081,0.035526942
bo_diddley-you_cant_judge_a_book_by_its_cover.png,0.10564384,0.00077986426,0.06184704,0.027577285,0.16918674,0.011891232,0.020378737,0.5281839,0.0706084,0.170241,0.12454734,0.019046394,0.0071106874,0.0055091158,0.004730879,0.07661942,0.034434635,0.0075909863,0.24717227,0.0028682405,0.018447088,0.22929741,0.077003315,0.005599808,0.0142894015,0.993093,0.9962663,0.36859956,0.048090722,0.58825696,0.00890309,0.9669361,0.28084406,0.51191103,0.054199852,0.00011534855,0.009954175,0.0042467536,0.003684464,0.09417182,0.45875588,1.0,0.023351267,0.8860993,2.896443e-05,0.016679537,0.048507802,0.044233557,0.04144142,0.0068566147,0.2751133,0.8422293,0.028849259,0.0007177789,0.0023784067,0.49635553,0.016160382,0.111428425,0.7390471,0.24435425,0.7696543,0.037799265,0.0023362457,0.022399843,0.76519555,0.0019953283,0.0021073006,0.38464507,0.016379116,0.021119123,0.119605675,0.117215686,0.000443403,0.10462727,0.20320208,0.020937216,0.29462275,0.0011183423,0.48639765,0.0044483976,0.0015921666,0.1930623,0.08561764,0.022552952,0.14273138,0.9749174,0.009950215,0.36378753,0.14301473,0.0010298851,0.00042521892,0.32113138,0.0063562803,0.7290147,0.74105966,0.00079442235,0.0015454305
violent_femmes-blister_in_the_sun.png,1.0,3.9770822e-07,3.4194303e-10,7.5114146e-26,1.17503905e-05,2.0652935e-17,2.1137163e-16,7.467737e-15,2.6757458e-08,1.1210549e-11,6.046851e-06,5.1908177e-05,4.1480134e-06,1.3204952e-10,2.2684326e-07,6.0741085e-14,2.2074458e-16,7.722895e-09,0.95903087,1.4074915e-16,4.0789156e-12,9.434039e-06,9.961473e-19,1.89173e-12,2.5437492e-13,1.0,6.615798e-06,0.9999999,3.6169116e-11,4.0662454e-07,2.7213085e-07,2.4346251e-08,1.5216807e-12,6.2804907e-07,6.2210397e-12,5.822575e-16,5.0383177e-11,0.09117144,4.0790867e-20,1.035956e-17,7.535962e-15,3.79857e-11,2.6803206e-20,0.0023645968,6.1224783e-13,7.8687637e-13,1.18608195e-05,7.338852e-09,4.6430543e-15,1.0560443e-10,5.78389e-06,0.9999939,1.0606823e-05,2.7435822e-06,2.7244368e-24,0.53841674,8.175965e-12,3.3125496e-29,0.999744,0.99999994,6.8447174e-14,0.00010552631,3.901954e-12,0.0007218142,1.1148727e-08,5.061625e-09,1.0419392e-09,0.5871807,3.6128935e-05,5.057201e-09,2.4272886e-09,7.248432e-05,6.4566844e-16,4.8596137e-19,0.93946934,0.00041540895,3.9184926e-11,4.9513104e-16,9.0930895e-11,2.082516e-18,1.3852218e-18,2.2396986e-14,1.325239e-17,1.1939927e-20,3.3376785e-10,1.0,5.120776e-22,1.7063921e-09,1.2040668e-15,0.0032341396,2.5779395e-10,1.0,7.254597e-20,4.09831e-17,1.7363097e-15,0.9912564,0.0002463905
